kDiyDt4AAAAJ	Anurag Agrawal	Computational Optical Imaging, Single molecule microscopy, PSF engineering	N/A	N
TjMoTKsAAAAJ	Oumeng Zhang	image processing, super-resolution microscopy	N/A	N
ObVTKmUAAAAJ	Tianben Ding	3D super-resolution microscopy, image processing, complex-valued neural networks	N/A	N
OcAOpSUAAAAJ	Xiquan Cui	imaging, optics, micro technology, nano technology, biomedical	N/A	N
MC6suuAAAAAJ	Ginni Grover	Application of joint optical and computational methods to imaging and sensing, Three-dimensional imaging	N/A	N
7QbSKnMAAAAJ	Steven F. Lee	3D Super-resolution Imaging, Biophysical chemistry, Single-molecule microscopy, Fluorescence, biophotonics	N/A	N
3oPjTK4AAAAJ	Steffen J. Sahl	Optical Nanoscopy, Super-Resolution Imaging, Protein Misfolding and Aggregation, Single-Molecule Biophysics	N/A	N
n7HDm44AAAAJ	Adam S. Backer	Single Molecule Microscopy, Fourier Optics, Fluorescence Polarization Microscopy	N/A	N
VspDmN8AAAAJ	Majid Badieirostami	Biomedical optics, optical sensors	N/A	N
rRBwhFwAAAAJ	Michael Thompson	N/A	N/A	N
kSuuj6UAAAAJ	Mikael P Backlund	novel methods in microscopy	N/A	N
upREfesAAAAJ	W.E. Moerner OR William E. Moerner	Physical Chemistry, Single-Molecule Spectroscopy and Imaging, Biophysics	N/A	N
z_vUo8EAAAAJ	ShiNung Ching	Control Theory, Computational Neuroscience	ESE	Y
zZO9qG4AAAAJ	Bruno Sinopoli	System Theory, Control, Cyber-Physical Systems	ESE	Y
WiUaLy4AAAAJ	Niranjini Rajagopal	sensing systems, signal and information processing, cyber-physical systems, indoor localization	N/A	N
cPmMoXoAAAAJ	Andrea Goldsmith	information theory, communications, wireless, networks, signal processing	N/A	N
ahnEk8cAAAAJ	Rohan Chabukswar	Diagnostics, Aerospace, Cyber Physical Systems, Secure Control	N/A	N
n-Oret4AAAAJ	Adrian Perrig	Security, Networking, Internet Security, IoT, Computer Security	N/A	N
yxUduqMAAAAJ	Michael I. Jordan	machine learning, statistics, computational biology, artificial intelligence, optimization	N/A	N
ss_BgAYAAAAJ	Luca Parolini	N/A	N/A	N
5V852JcAAAAJ	Vyas Sekar	Networking, Security, Systems	N/A	N
db9WLdcAAAAJ	Ling Shi	Cyber-Physical Systems Security, Networked Control, State Estimation, Sensor Scheduling, Event-based Estimation and Control	N/A	N
UwV9710AAAAJ	Dragana Bajovic	distributed inference, statistical signal processing, large deviations, sensor networks	N/A	N
qoFYHTMAAAAJ	Jose M. F. Moura	Data Science, Signal Processing, Signal and Image Processing, Information Theory, Computer Vision	N/A	N
2eADYP8AAAAJ	Xiaoqi Yin	Adaptive Video Streaming	N/A	N
04aoCmQAAAAJ	Joao Xavier	N/A	N/A	N
4K7L-eAAAAAJ	Alessandro Casavola	Control Engineering and Automation	N/A	N
s4yZTp4AAAAJ	Bruce H. Krogh	control, verification, embedded systems, power systems	N/A	N
2A6PMfEAAAAJ	Emanuele Garone	Automatic Control, System theory	N/A	N
2E448xEAAAAJ	Massimo Franceschetti	Information Theory, Control Theory, Wave Propagation, Network Science, Random Graphs	N/A	N
O-QzGusAAAAJ	Sean Weerakkody	Control Theory, Security	N/A	N
LTL9MjwAAAAJ	luca schenato	control theory	N/A	N
KgZxzjsAAAAJ	Shankar Sastry	robotics, control, hybrid systems, cyber security, embedded systems	N/A	N
UcpEexUAAAAJ	Yilin Mo	Control Theory, Signal Processing, Optimization	N/A	N
3-nQ3eoAAAAJ	Jerome R Cox, Jr.	computers	CS	Y
gwB_pJcAAAAJ	Ning Zhang	Computer Security	CS	Y
U5nGHIIAAAAJ	Xuxian Jiang	Blockchain Security, Android Security, Virtualization, Malware Defense	N/A	N
gz-6ugcAAAAJ	Le Guan	cybersecurity	N/A	N
G-CrIW8AAAAJ	Yaxing Chen	access control, trusted computing	N/A	N
Zy2cIskAAAAJ	Chen Hajaj	Game Theory, Machine Learning, Crowdsourcing, Artificial Intelligence, Electronic Commerce	N/A	N
Juoqtj8AAAAJ	Chaowei Xiao	Adversarial Machine Learning, Cyber Security	N/A	N
K8vJkTcAAAAJ	Bo Li	Adversarial machine learning, security, privacy, big data, social network	N/A	N
w362AJMAAAAJ	Liang Tong	adversarial machine learning, artificial intelligence, security, mobile cloud computing	N/A	N
JydvPF8AAAAJ	Yuichi Kawamoto	Information and Communication Technology	N/A	N
ptI-HHkAAAAJ	Yevgeniy Vorobeychik	Artificial intelligence, adversarial machine learning, computational game theory, security and privacy	CS	Y
YBQai3gAAAAJ	Long Tran-Thanh	Artificial Intelligence, AI for social good, multi-armed bandits, game theory, crowdsourcing	N/A	N
nPDJ-fAAAAAJ	Andrew M. Smith	Complex Networks, Game Theory, Multiagent Systems	N/A	N
LM_QwbUAAAAJ	Ellen Wright Clayton	genetics, ethics, research, pediatrics, vaccine	N/A	N
nxuhv0wAAAAJ	Kiran Lakkaraju	Computational Social Science, Agent Based Modeling, Massively Multiplayer Online Games, technology adoption	N/A	N
BL7mk9IAAAAJ	weiyi xia	N/A	N/A	N
C5eimrcAAAAJ	Jian Lou	Computational game theory, Mechanism Design, Artificial Intelligence, Machine Learning, Auction Theory	N/A	N
avGnwvwAAAAJ	Jackson R. Mayo	Nonlinear Science, Complex Systems, Cyber Security	N/A	N
8iQk0DIAAAAJ	Michael Kearns	Machine Learning, Algorithmic Game Theory, Network Science, Computational Social Science, Algorithmic Trading and Computational	N/A	N
qXb4xQMAAAAJ	Murat Kantarcioglu	Security and Privacy, Databases, Computer Security, Data Science	N/A	N
U9oBOmMAAAAJ	Waseem Abbas	Network Controls, Cyber-physical Systems, Graph-theoretic Methods in Multiagent systems	N/A	N
Kf97-EkAAAAJ	Bradley Malin	Data Science, Electronic Medical Records, Genomics, Privacy	N/A	N
XgifkSsAAAAJ	Daniel Reeves	Game theory, Artificial Intelligence, Ecommerce	N/A	N
-0LFOnYAAAAJ	Christopher Kiekintveld	Artificial Intelligence, Computational Game Theory, Multi-Agent Systems	N/A	N
q92q8SMAAAAJ	Satinder Singh	Reinforcement Learning, Computational Game Theory, Artificial Intelligence	N/A	N
PEEpuNwAAAAJ	Bo An	Artificial intelligence, multi-agent systems, game theory, automated negotiation, optimization	N/A	N
YOVZiJkAAAAJ	Milind Tambe	Multiagent Systems, Artificial Intelligence, Game Theory, Security, Intelligent Agents	N/A	N
ckHkkjgAAAAJ	Aron Laszka	Security, Cyber-Physical Systems, Game Theory, Economics of Security	N/A	N
UruIct4AAAAJ	Michael Wellman	Artificial Intelligence, Computational Finance, Computational Game Theory	N/A	N
BiVROyUAAAAJ	Yang Xiao	Network Security, Blockchain	N/A	N
u18hG4gAAAAJ	Kun Sun	Systems and network security	N/A	N
d6CtlCkAAAAJ	Thomas Hou	Wireless Networking, Modeling and Optimization, Ad Hoc Networks, Edge Networks, Wireless Security	N/A	N
hM8uAwoAAAAJ	Wenjing Lou	Cyber Security, Wireless Networks, Wireless Security, Network Security, Cloud Computing	N/A	N
HdLFmroAAAAJ	William Yeoh	Artificial Intelligence, Multiagent Systems	CS	Y
WHZiLTIAAAAJ	Akshat Kumar	Artificial Intelligence, Machine learning	N/A	N
q_n7d6EAAAAJ	Shlomo Zilberstein	Artificial Intelligence, Automated Planning, Multiagent Systems, Autonomous Agents, Bounded Rationality	N/A	N
QwgBHHIAAAAJ	Atena M.Tabakhi	Artificial Intelligence, Constraint Optimization Problems, Distributed Constraint Optimization Problems	N/A	N
tHNANpEAAAAJ	Roie Zivan	Multi Agent Systems, Distributed Artificial Intelligence	N/A	N
HxpHciQAAAAJ	Khoi D. Hoang	Artificial Intelligence, Multi-agent Systems, Constraint Optimization Problem	N/A	N
t4rXchwAAAAJ	Ariel Felner	Artificial Intelligence, Heuristic Search	N/A	N
dHXCX-sAAAAJ	Makoto Yokoo	Multiagent systems, algorithmic game theory, market design, auction theory, matching	N/A	N
m9nqJ_YAAAAJ	Ping Hou	probabilistic planning, reinforcement learning	N/A	N
3RV_GAwAAAAJ	Tiep Le	Artificial Intelligence, Multi-context System, Logic Programming, Distributed Constraint Optimization Problem	N/A	N
2YZITOgAAAAJ	Hoong Chuin Lau	Applied Optimization, Logistics and Transportation, Planning and Scheduling, Metaheuristics, Multi-agent Systems	N/A	N
BAdQpFkAAAAJ	Pradeep Varakantham	Multi-Agent Systems, Deep Reinforcement Learning, Artificial intelligence, Game theory	N/A	N
7jKj_NcAAAAJ	Tran Cao Son	Artificial Intelligence, Logic Programming, Intelligent Agent, Planning	N/A	N
vEbcIKYAAAAJ	Enrico Pontelli	Logic and Constraint Programming, Knowledge Representation and Reasoning, Bioinformatics, Assistive Technologies, Parallel and D	N/A	N
ASf9Q04AAAAJ	Ferdinando Fioretto	Artificial Intelligence, Multiagent Systems, Differential Privacy	N/A	N
tpoh43QAAAAJ	Sven Koenig	Heuristic Search, Automated Planning, Autonomous Systems, Intelligent Agents, Artificial Intelligence	N/A	N
snf71h4AAAAJ	Netanel Raviv	N/A	CS	Y
6_oL_9IAAAAJ	Muriel Medard	Information theory, communications, networks, wireless, network coding	N/A	N
6qDjHUAAAAAJ	Yuval Cassuto	Coding theory, data storage and memory, communications, data networking	N/A	N
WKzKz9gAAAAJ	Moshe Schwartz	Coding Theory, Combinatorics, Discrete Mathematics	N/A	N
Viv2E9AAAAAJ	Eitan Yaakobi	Coding Theory, Information Theory, Non-volatile Memories, Storage	N/A	N
-IBPxn0AAAAJ	Rashish Tandon	Machine Learning, Optimization, Algorithms, Statistical Learning Theory	N/A	N
JSFmVQEAAAAJ	Alexandros G Dimakis	Information Theory, Machine Learning, Coding Theory, Storage	N/A	N
SxUNhucAAAAJ	Qian Yu (于乾)	Information Theory, Distributed Computing, Reversible Logic	N/A	N
M93Auk4AAAAJ	Eli Ben-Sasson	theoretical computer science, cryptography, blockchains, cryptocurrencies	N/A	N
tDZ0XesAAAAJ	Antonia Wachter-Zeh	coding theory, coding for storage, code-based cryptography	N/A	N
HgaNy9kAAAAJ	Jehoshua Bruck	coding theory, storage systems, information theory, computational complexity theory, molecular programming	N/A	N
vJ1MBM4AAAAJ	Natalia Silberstein	coding theory, recommender systems, machine learning	N/A	N
iNANm-sAAAAJ	Itzhak Tamo	coding theory, storage systems, information theory, combinatorics, and algebraic tools in combinatorics	N/A	N
Qhe5ua0AAAAJ	Salman Avestimehr	Information Theory, Coding Theory, Machine Learning, Distributed Computing	N/A	N
yepPD_cAAAAJ	Alvitta Ottley	Visualization, Human-Computer Interaction	CS	Y
oBjeJncAAAAJ	Qiyu Zhi	Human computer interaction, information visualization, natural language processing	N/A	N
GgKnNwEAAAAJ	Ronald Metoyer	human-computer interaction, information visualization	N/A	N
7WgUoKMAAAAJ	Jieqiong Zhao	Visual Analytics, InfoVis	N/A	N
CUkAtC4AAAAJ	Roman Garnett	machine learning, active learning, active search, Bayesian optimization, Gaussian processes	CS	Y
fhOi--4AAAAJ	Shirley Ho	Cosmology, Astrophysics, Machine Learning, Statistics	N/A	N
6nuM6rcAAAAJ	Andrea Perna	collective behaviour, collective motion, ecology, metabolic scaling theory, morphogenesis	N/A	N
ZqTie5sAAAAJ	James Herbert-Read	Animal Behaviour, Behavioural Ecology, Marine Biology, Sensory Biology	N/A	N
Zc6X700AAAAJ	Ashley Ward	animal behaviour, sociality, collective behaviour, sensory ecology	N/A	N
5LubxuUAAAAJ	Shali Jiang	Machine learning, active learning, active search, Bayesian optimization	N/A	N
qq-SXN8AAAAJ	Benjamin Moseley	Algorithms, Operations Research, Machine Learning, Scheduling, Parallel Computing	N/A	N
IksW07MAAAAJ	David Sumpter	Collective Behaviour	N/A	N
UeG5w08AAAAJ	Philipp Hennig	Machine Learning, Probabilistic Numerics, Gaussian Processes	N/A	N
jsxk8vsAAAAJ	Kilian Weinberger	Machine learning, Artificial Intelligence, Metric learning, Learning to Rank, Deep Learning	N/A	N
ZVMcyxYAAAAJ	Yifei Ma	recommender systems, bayesian optimization, bandit, control	N/A	N
sOI8QyoAAAAJ	Thomas Gärtner	Machine Learning, Data Mining, Computer Games	N/A	N
qfSkqSUAAAAJ	Marion Neumann	Graph-based Machine Learning, Analysis of Networks, Graph Mining	CS	Y
V1Qym88AAAAJ	Babak Ahmadi	Statistical Relational Learning, Artificial Intelligence, Statistical Relational AI, Machine Learning	N/A	N
dgobB6AAAAAJ	Luc De Raedt	artificial intelligence, machine learning, computational logic, statistical relational learning, probabilistic programming	N/A	N
OBBqkosAAAAJ	Muhan Zhang	Machine Learning, Data Mining	N/A	N
wGT17PcAAAAJ	Nils M. Kriege	Combinatorial Optimization, Graph Algorithms, Data Mining, Machine Learning, Visual Analytics	N/A	N
f9iP-80AAAAJ	Christian Bauckhage	Pattern Recognition, Machine Learning, Web Science, Computer Games	N/A	N
QY-earAAAAAJ	Kristian Kersting	Artificial Intelligence, Statistical Relational Learning, Probabilistic Programming, Tractable Models, Plant Phenotyping	N/A	N
eFf2p4cAAAAJ	Wenjie He	Wavelets, Splines, Image Processing, Artificial Intelligence, Online Education	N/A	N
omeqIrAAAAAJ	Gustavo Malkomes	machine learning, Bayesian optimization, active learning, Gaussian processes, k-center	N/A	N
w_lm_toAAAAJ	Richard P Mann	Statistics, Applied Mathematics, Collective Behaviour	N/A	N
3bSbb20AAAAJ	Jeff Schneider	Machine Learning	N/A	N
T1lNNLkAAAAJ	Stephen Roberts	Machine Learning, Bayesian Inference, Complex Systems, Finance, Astrostatistics	N/A	N
iTNcAakAAAAJ	Michael A Osborne	Machine Learning, Technological Change, Probabilistic Numerics, Bayesian Optimization, Gaussian Processes	N/A	N
FKbHXRUAAAAJ	Juan E. Gilbert	Human-Centered Computing, Voting Systems, Electronic Voting, Broadening Participation in Computing, UX	N/A	N
k85-_6YAAAAJ	Jerone Dunbar	User Experience for Semi-Autonomous cars, Human Factors, User-Centered Design, Human-Computer Interaction, Vehicle Infotainment	N/A	N
dxY9AtsAAAAJ	Anzu Hakone	Visual Analytics, Human Computer Interaction, Medical Risk Communication	N/A	N
KvPSD8EAAAAJ	Huahai Yang	Human-Computer Interaction, Information Visualization, Computational Psychology, Natural Language Processing	N/A	N
z8NwFvcAAAAJ	Krysta Chauncey	N/A	N/A	N
C2lVQO8AAAAJ	Daniel Afergan	HCI, brain-computer interfaces, adaptive interfaces, fNIRS, virtual environments	N/A	N
8zeXprkAAAAJ	Eli T. Brown	Visualization, Machine Learning	N/A	N
1sMNiJIAAAAJ	Richard Souvenir	Computer Science, Computer Vision	N/A	N
_ZIAy3cAAAAJ	Alex Endert	human-computer interaction, information visualization, visual analytics	N/A	N
FWjqglcAAAAJ	Robert Jacob	Human-computer interaction	N/A	N
MjoZWO8AAAAJ	Beste Filiz Yuksel	Human-Computer Interaction, Brain-Computer Interfaces, Virtual Reality, Affective Computing, Music and Computing	N/A	N
0RPdShUAAAAJ	Lane Harrison	information visualization, visual analytics	N/A	N
VDhnOHEAAAAJ	Caroline Ziemkiewicz	Visualization, Human-Computer Interaction	N/A	N
xWnnHzYAAAAJ	R. Jordan Crouser	Visualization, Visual Analytics, HCI, Machine Learning	N/A	N
H4TdGyYAAAAJ	Evan M. Peck	Human-Computer Interaction, Visualization	N/A	N
Q29WmWwAAAAJ	Remco Chang	Visual Analytics, Information Visualization, Human Computer Interaction, Database	N/A	N
WRlzk3UAAAAJ	I-Ting Angelina Lee	runtime system, parallel computing, parallel programming, software systems	CS	Y
PGSzSnYAAAAJ	Justin Deters	parallel computing	N/A	N
0o1C8ykAAAAJ	Joseph Devietti	computer architecture, programming languages	N/A	N
o3wWRZMAAAAJ	Milind Kulkarni	Compilers, Programming Languages	N/A	N
V0XEUMAAAAAJ	Aamir Shafi	Parallel Computing, Multicore Computing, Data Center Computing	N/A	N
TWXJxcAAAAAJ	Sameh Elnikety	N/A	N/A	N
SB3_eb0AAAAJ	He Yuxiong	Algorithm, parallel processing, computer systems, scheduling	N/A	N
Rt1a5-6vh4UC	Kathryn S McKinley	Programming Language Implementation	N/A	N
rE1Y8DoAAAAJ	Zhiyi Huang	Parallel Computing	N/A	N
kIKfrfQAAAAJ	Yifan Xu	Parallel Computing	N/A	N
NafmldkAAAAJ	Bradley Kuszmaul	N/A	N/A	N
3naoCC8AAAAJ	Robert Utterback	Parallel Computing	N/A	N
XTakCM0AAAAJ	Tao B. Schardl	software performance engineering, parallelism, programming-language technologies, dynamic-analysis tools, algorithms	N/A	N
gWBoNCsAAAAJ	Charles E. Leiserson	computer science and engineering, mathematics	N/A	N
Qu_xQjYAAAAJ	Brian Kocoloski	High Performance Computing, Operating Systems, Virtualization, Cloud Computing	CS	Y
DqCFHY8AAAAJ	Caitlin Kelleher	Human Computer Interaction	CS	Y
rYSLt_sAAAAJ	Clifton Forlines	Human-Computer Interaction, User Experience, Human Factors, Cognitive Support Tools	N/A	N
e2aDUp4AAAAJ	David Culyba	Game Design, Computer Science Education	N/A	N
2K_KqskAAAAJ	Franklyn A Turbak	programming language design and implementation, visual programming languages, blocks programming languages, program visualizatio	N/A	N
83an8lYAAAAJ	Jeff Gray	Computer Science, Software Engineering	N/A	N
WrnEVwQAAAAJ	Amanda Lazar	Human Computer Interaction, Health Informatics, Aging, Biomedical Informatics	N/A	N
FreXC9IAAAAJ	Rachel Proffitt	Virtual Reality, Occupational Therapy	N/A	N
8Qu_gAMAAAAJ	Sara Kiesler	human-computer interaction, collaboration, human-robot interaction, social computing, online communities	N/A	N
rRwTHzwAAAAJ	Kyle J. Harms	Human Computer Interaction, Computer Science Education	N/A	N
_cFhtU4AAAAJ	Michelle Ichinco	Human-Computer Interaction	N/A	N
HleefHQAAAAJ	Gazihan Alankus	N/A	N/A	N
3qYUSDwAAAAJ	Ulugbek S. Kamilov	Computational Imaging, Optimization, Inverse Problems, Biomedical Imaging	CS	Y
UhQJOB4AAAAJ	Yanting Ma	optimization, applied probability, computational sensing	N/A	N
MEc0TowAAAAJ	Juan Castorena	Machine learning, Robotics, Optimization, Signal Processing, Autonomous vehicles	N/A	N
KEucBooAAAAJ	JIAMING LIU	Computational Imaging, Deep Learning, Model Based	N/A	N
aPxDp7wAAAAJ	Laura Waller	N/A	N/A	N
1dxAw1cAAAAJ	Hsiou-Yuan Liu	Computational Optics, Deep Learning	N/A	N
MCClSvsAAAAJ	Alyson "Allie" K. Fletcher	Statistics, computational neuroscience, applied mathematics, machine learning, information theory	N/A	N
Js_zdpYAAAAJ	Aurélien Bourquard	Signal and Image Processing, Compressed Sensing, Optimisation, Computational Optics, Translational Medicine	N/A	N
wNIKmGoAAAAJ	Brendt Wohlberg	computational imaging, image processing, sparse representations, image restoration, inverse problems	N/A	N
w7Mnkc4AAAAJ	Ioannis N. Papadopoulos	biomedical imaging, neurophotonics, imaging through scattering media	N/A	N
nM77MX0AAAAJ	Vivek K Goyal	Signal Processing, Computational Imaging, Information Theory, Mathematical Signal Processing, Quantization	N/A	N
3ekS0ucAAAAJ	Arash Amini	Statistical Signal Processing	N/A	N
fzSHXS8AAAAJ	Sundeep Rangan	wireless communications, 5G, cellular wireless, estimation, graphical models	N/A	N
cza7nLcAAAAJ	Alexandre Goy	Optics, microscopy, imaging, tomography	N/A	N
mDoQWSwAAAAJ	Morteza Hasani Shoreh	Machine Learning, Deep Learning, Image Processing, Biomedical Imaging	N/A	N
-CVR2h8AAAAJ	Demetri Psaltis	Optics	N/A	N
chP1Vc0AAAAJ	Emrah Bostan	Computational Imaging, Machine Learning, Computer Vision	N/A	N
6yoY1d8AAAAJ	Dehong Liu	Signal processing, compressive sensing, computational imaging	N/A	N
cilyP7wAAAAJ	Petros Boufounos	Signal processing, Compressive Sensing, Machine Learning, Embeddings	N/A	N
ocXMyBcAAAAJ	Hassan Mansour	Computational Imaging, Optimization, Sparse Recovery, Image/Video Analytics, Machine Learning	N/A	N
nKVDcQoAAAAJ	Michael Unser	image processing, wavelets, splines, biomedical imaging, inverse problems	N/A	N
5wppdUoAAAAJ	Brendan Juba	Theoretical Computer Science, Artificial Intelligence	CS	Y
JsK4KpMAAAAJ	Tao Ju	Computer graphics, bio-medical imaging and modeling	CS	Y
3xlmctcAAAAJ	Uday Kurkure	Image analysis, computer vision, pattern recognition	N/A	N
-p_HMIUAAAAJ	Yen H. Le	Biomedical Image Analysis, Computer Vision, Machine Learning, Pattern Recognition.	N/A	N
gyL3CZ0AAAAJ	Chandrajit Bajaj	Comp. Math., Data Sciences, Image Processing, Geometric Modeling, Structural Bioinformatics and Visualization	N/A	N
v4s6ll8AAAAJ	Corey Hryc	Structural Biology, Structure Function, Molecular Modeling, Computational Methods	N/A	N
W2XJUmUAAAAJ	Kun Xu	Computer Graphics, Image Editing, Rendering	N/A	N
T7wzSQoAAAAJ	Hang Dou	computer graphics, 3D vision, visualization	N/A	N
zfTbkBkAAAAJ	Qian-Yi Zhou	computer vision, computer graphics	N/A	N
xPoCswkAAAAJ	Fred Prior	quantitative imaging, informatics	N/A	N
fAxws1sAAAAJ	Daniel Cohen-Or	Graphics, Imaging, Geometric Modeling	N/A	N
xEFh0AgAAAAJ	Nathan Carr	Computer Graphics	N/A	N
3JRh4RUAAAAJ	Erin Chambers	Algorithms, Computational Topology and Geometry, Graph Theory	N/A	N
xhpI-OoAAAAJ	Sasakthi Abeysinghe	Graphics, Biomedical Imaging, Computer Vision	N/A	N
3hrNqygAAAAJ	David Letscher	Computational topology, 3-manifold algorithms	N/A	N
36SCzI0AAAAJ	Ioannis A. Kakadiaris	biometrics, computer vision, image analysis, deep learning, \ biomedical computing	N/A	N
hgZgvkUAAAAJ	Matthew Baker	Computational Biology	N/A	N
LDb4tb0AAAAJ	Shi-Min Hu	Geometry processing, Geometric Modeling, Computer Graphics, Image and Video processing, Computer Aided Design	N/A	N
cGCalUQAAAAJ	James P. Carson	Bioimage Informatics, Tissue imaging, Image Processing, Scientific Workflows, Science Gateways	N/A	N
tIgxLTUAAAAJ	Scott Schaefer	Computer Graphics	N/A	N
QgGaAdsAAAAJ	Wah Chiu	cryo-electron microscopy and tomography, structural biology	N/A	N
runT3RsAAAAJ	Raj Jain	Network Security, Blockchains, Unmanned Aircraft Systems, Wireless and Mobile Networks, Performance Analysis	CS	Y
CPqBDqUAAAAJ	Mohammed Atiquzzaman	Computer Networking, Wirelss Networks, Mobile Networks, Space Communications, Vehicular Communications	N/A	N
ITwqf1gAAAAJ	Hitay Özbay	Systems and Control	N/A	N
T1P0XnIAAAAJ	Sriram Chellappan	Social Computing, Smart Health, Cyber Security	N/A	N
wuOltBEAAAAJ	Jinjing Jiang	Communication Networks, Information Theory and Mathematics	N/A	N
9s9o-JcAAAAJ	David Clark	Computer networks, Internet, network performance, policy	N/A	N
QRyCQq4AAAAJ	Srini Seetharaman	Software-defined Networking	N/A	N
iJakSYUAAAAJ	Mahbub Hassan	IoT (Internet of Things), 6G Wireless Networks, Mobile Networking, Pervasive Computing and Communication, UAV Wireless Networkin	N/A	N
GBGCjpQAAAAJ	vamsi paruchuri	Networks, Security, Wireless, Vehicular, VANETs	N/A	N
HhKyc4EAAAAJ	Chunlei Liu	Computer Networks, Wireless Networks, Scientific Computing	N/A	N
6Pmbv8IAAAAJ	Aiman Erbad	Cloud computing, Distributed Systems, Networks, Security	N/A	N
iqiEX78AAAAJ	Mohammed Samaka	Problem-Based Learning, Elearning, Networking and Cloud Computing	N/A	N
wTulq9QAAAAJ	Lav Gupta	Multi-cloud security, AI in Network Performance Management, Network Function Virtualization, Security of Networks	N/A	N
Da-s1FQAAAAJ	K. K. Ramakrishnan	Computer Networking and Communications	N/A	N
oVygx30AAAAJ	Abdel-Karim Al-Tamimi	Multimedia Systems, Computer Networks, Data Modeling and Simulation, Computer Security, AI	N/A	N
0jtFgaAAAAAJ	Chakchai So-In	Computer Networks, Wireless Networks, Mobile Computing, Internet of Things, Wireless Sensor Networks	N/A	N
6foKsAIAAAAJ	Dah Ming Chiu	computer networks, network economics, measurement, data analytics	N/A	N
l9QQeHgAAAAJ	Jianli Pan	Internet of Things (IoT), Edge Computing, Machine Learning, Cybersecurity, Blockchain	N/A	N
oN85b_gAAAAJ	Subharthi Paul	Computer Networking, Software Defined Networks, Application Delivery Networking, Next Generation Internet Architecture, Cloud Co	N/A	N
MrVb9FkAAAAJ	Arjan Durresi	Network Architectures and Protocols, Security, Trust Management	N/A	N
RJCmtBcAAAAJ	Shivkumar Kalyanaraman	networking, traffic management, clean energy & transportation, sustainability	N/A	N
DWKoeW0AAAAJ	Chien-Ju Ho	Crowdsourcing, Artificial Intelligence, Machine Learning, Algorithmic Economics	CS	Y
UK-VpDoAAAAJ	Siddharth Suri	Gig Economy, Crowdsourcing, Behavioral Economics, Social Networks	N/A	N
DZ3S--MAAAAJ	Mihaela van der Schaar	machine learning, for medicine and education, data science and decisions, game theory, networks and multimedia	N/A	N
HRSDO6IAAAAJ	Sanmay Das	Artificial Intelligence, Computational Social Science, Machine Learning, Algorithmic Game Theory, Matching	CS	Y
Dl0vAp8AAAAJ	Jeff Trinkle	robotics, physical simulation, multibody dynamics, grasping, motion planning	N/A	N
Q5KT-hEAAAAJ	Volkan Isler	Robotics, Agricultural Robotics, Sensor Networks, Computer Vision, Geometric Algorithms	N/A	N
3XYmsKQAAAAJ	Mukkai Krishnamoorthy	Algorithms, Software Systems, Open Source Software	N/A	N
bWTPrLEAAAAJ	John Tsitsiklis	systems and control, optimization, stochastic systems, stochastic networks, operations research	N/A	N
PfgeYGwAAAAJ	Sarit Kraus	Artificial Intelligence, Multi-agent Systems (including people and robots)	N/A	N
QgDpfCQAAAAJ	John P. Dickerson	Artificial Intelligence, Game Theory, Dynamic Optimization, Mechanism Design	N/A	N
-DVbMb4AAAAJ	Onn Shehory	Artificial Intelligence, Software Engineering, Multiagent Systems, Electronic Commerce, Coalition Formation	N/A	N
T_r8IWQAAAAJ	william wallace	N/A	N/A	N
sPbWHscAAAAJ	Akhtar Siddique	Stress testing, financial institutions, asset pricing, quantitative methods	N/A	N
im5aMngAAAAJ	Charles Elkan	Machine Learning, Data Science, Finance, Computational Biology	N/A	N
XdI8DgEAAAAJ	Emir Kamenica	information economics	N/A	N
2OJOZTUAAAAJ	Boleslaw Szymanski	social networking, communication networks, social informatics, social network analysis, network science	N/A	N
Qp5971IAAAAJ	Elliot Anshelevich	Algorithms, Algorithmic Game Theory	N/A	N
SnvLcLEAAAAJ	David Sarne	Artificial Intelligence	N/A	N
VQshP6UAAAAJ	Mithun Chakraborty	Algorithmic Economics, Multi-agent Systems, Machine Learning	N/A	N
edyidxgAAAAJ	Meenal Chhabra	AI	N/A	N
jKrIVCIAAAAJ	Yang Liu	crowdsourcing, machine learning, incentive and consensus	N/A	N
ZtQVZawAAAAJ	Rafael Frongillo	Algorithmic economics, machine learning, information elicitation, dynamical systems	N/A	N
4xHzvxkAAAAJ	Kwei-Jay Lin	N/A	N/A	N
SjjIQ24AAAAJ	Yu Zhang	Online Reputation Management, Mechanism Design, Network Economics, Social Network Analysis, Game Theory	N/A	N
FDu4ciwAAAAJ	Jacob Abernethy	Machine Learning, Game Theory, Sequential Decision Making	N/A	N
Y_Ieu7EAAAAJ	Bo Waggoner	Theoretical Computer Science and Machine Learning, Algorithmic Microeconomics	N/A	N
x_7xA0UAAAAJ	Yiling Chen	Social computing, prediction markets and other information aggregation mechanisms, peer production, algorithmic game theory, auction theory	N/A	N
h60zIiUAAAAJ	Shahin Jabbari	N/A	N/A	N
f2x233wAAAAJ	Aleksandrs Slivkins	Algorithms, machine learning theory, algorithmic economics, social network analysis	N/A	N
mgva3UgAAAAJ	Kuan-Ta Chen	Quality of Experience, Multimedia Systems, Crowdsourcing, Computational Social Science	N/A	N
KBRHCEEAAAAJ	Tsung-Hsiang Chang	N/A	N/A	N
FEj19lcAAAAJ	Jane Yung-jen Hsu	Artificial Intelligence, Activity Recognition, Human Computation	N/A	N
