Id1	Id2	Count
1qqf7D0AAAAJ	9ADkQMAAAAAJ	3
qC7oNRUAAAAJ	jTzDAsIAAAAJ	20
SjjIQ24AAAAJ	DZ3S--MAAAAJ	27
BLDtWVEAAAAJ	HUxQ1TAAAAAJ	7
qoFYHTMAAAAJ	HgaNy9kAAAAJ	1
tCq7Wx0AAAAJ	33CH6WUAAAAJ	8
avGnwvwAAAAJ	5c38WVcAAAAJ	1
Nq_T4UwAAAAJ	wSPgTVwAAAAJ	9
T1j6LZAAAAAJ	oSFVC3MAAAAJ	2
aPxDp7wAAAAJ	6yoY1d8AAAAJ	2
Pi012CQAAAAJ	G7D5O-0AAAAJ	6
FDu4ciwAAAAJ	2E448xEAAAAJ	1
toODfV4AAAAJ	Ui8pnoIAAAAJ	23
HleefHQAAAAJ	FreXC9IAAAAJ	2
jDKM_4AAAAAJ	97MiT_0AAAAJ	1
mFPXD90AAAAJ	lELCubQAAAAJ	1
7QbSKnMAAAAJ	P5eWdgsAAAAJ	3
yxUduqMAAAAJ	GUAoEcAAAAAJ	3
w4_W1PkAAAAJ	ggKzpqIAAAAJ	11
jTzDAsIAAAAJ	6qfyAZQAAAAJ	16
Uk8VhXEAAAAJ	tyYtUNIAAAAJ	3
Da-s1FQAAAAJ	d6CtlCkAAAAJ	1
L-pC28sAAAAJ	tyYtUNIAAAAJ	1
nM77MX0AAAAJ	2E448xEAAAAJ	1
n-Oret4AAAAJ	hc1m_BQAAAAJ	1
runT3RsAAAAJ	iJakSYUAAAAJ	3
A4D_M_EAAAAJ	c79hBb0AAAAJ	3
8rw_o7UAAAAJ	dewEBisAAAAJ	5
3-y3qmkAAAAJ	WZ0030cAAAAJ	10
tCq7Wx0AAAAJ	e3_l6fwAAAAJ	1
KQmFXsoAAAAJ	rHHKG_AAAAAJ	6
ojH7GEgAAAAJ	cA28Zs0AAAAJ	3
-cuxoSQAAAAJ	forPRN8AAAAJ	19
5Tw9egMAAAAJ	F6tblNcAAAAJ	1
vHsgntwAAAAJ	0-tewh8AAAAJ	87
CWj6pVcAAAAJ	HUxQ1TAAAAAJ	71
0zZnyMEAAAAJ	nM77MX0AAAAJ	5
iNANm-sAAAAJ	2E448xEAAAAJ	1
VGoSakQAAAAJ	gWBoNCsAAAAJ	2
CUkAtC4AAAAJ	w_lm_toAAAAJ	5
RJCmtBcAAAAJ	n6wC7nwAAAAJ	1
Q6WtK04AAAAJ	OQ4t3U4AAAAJ	1
VVpfyhsAAAAJ	XeYCNAwAAAAJ	1
wNIKmGoAAAAJ	ocXMyBcAAAAJ	1
qoFYHTMAAAAJ	vJ1MBM4AAAAJ	1
K8vJkTcAAAAJ	Juoqtj8AAAAJ	15
8Kk2MugAAAAJ	upREfesAAAAJ	27
cilyP7wAAAAJ	6yoY1d8AAAAJ	22
0v5utcwAAAAJ	9xDADY4AAAAJ	2
vME86a4AAAAJ	UuSk_zkAAAAJ	5
vm1u2DEAAAAJ	5P3knO0AAAAJ	1
g_JVzmIAAAAJ	SyQ-T8cAAAAJ	7
HM7WbsgAAAAJ	LWAFHkEAAAAJ	34
5P3knO0AAAAJ	BECu7wYAAAAJ	1
b9Bod2MAAAAJ	wvVg44gAAAAJ	3
C4m8TSUAAAAJ	iJakSYUAAAAJ	1
09JS7eAAAAAJ	fAxws1sAAAAJ	1
Q6WtK04AAAAJ	eYVXgAoAAAAJ	1
2F-jTfEAAAAJ	HgaNy9kAAAAJ	1
3ekS0ucAAAAJ	nKVDcQoAAAAJ	8
VP-d_2gAAAAJ	HUxQ1TAAAAAJ	19
F6tblNcAAAAJ	rcGnOdYAAAAJ	4
oe-jFWAAAAAJ	VdzVqCwAAAAJ	23
qoFYHTMAAAAJ	nKVDcQoAAAAJ	1
kSuuj6UAAAAJ	klpr-t0AAAAJ	1
1qqf7D0AAAAJ	loPUpHQAAAAJ	1
Cgx9W6UAAAAJ	bYlFzsYAAAAJ	5
LWAFHkEAAAAJ	y3_tUqsAAAAJ	31
zZO9qG4AAAAJ	pHox8i0AAAAJ	2
mQ4jIssAAAAJ	L8yAc8sAAAAJ	1
qC7oNRUAAAAJ	6k7bp8IAAAAJ	1
ziDobv4AAAAJ	5Tw9egMAAAAJ	1
DLVFrFAAAAAJ	Icl5BnYAAAAJ	5
4K7L-eAAAAAJ	UcpEexUAAAAJ	6
DqCFHY8AAAAJ	2K_KqskAAAAJ	2
p0tQZiAAAAAJ	v0GIoEgAAAAJ	1
I1RqBRoAAAAJ	6gWs-scAAAAJ	11
Da-s1FQAAAAJ	MMuP6cMAAAAJ	2
YJVAXCwAAAAJ	8KbzXvoAAAAJ	1
HdLFmroAAAAJ	tpoh43QAAAAJ	5
g_JVzmIAAAAJ	LwNkL3cAAAAJ	7
o_a5zckAAAAJ	9TpPcjoAAAAJ	9
XeYCNAwAAAAJ	bRiKI7MAAAAJ	2
3hrNqygAAAAJ	3JRh4RUAAAAJ	12
MrVb9FkAAAAJ	W362rUwAAAAJ	1
tHNXlAYAAAAJ	AQG8WlcAAAAJ	1
o_a5zckAAAAJ	x0ViSaoAAAAJ	2
cA28Zs0AAAAJ	2OJOZTUAAAAJ	10
3bSbb20AAAAJ	8Qu_gAMAAAAJ	1
WwadVmIAAAAJ	OQ4t3U4AAAAJ	38
jIOynFgAAAAJ	5P3knO0AAAAJ	3
ojH7GEgAAAAJ	6qfyAZQAAAAJ	1
0zZnyMEAAAAJ	wNIKmGoAAAAJ	1
0WVyaVMAAAAJ	cb5JccEAAAAJ	8
vzxeLyIAAAAJ	--RZd-sAAAAJ	3
5_2_THUAAAAJ	iSq5G8cAAAAJ	1
cuRERDcAAAAJ	ZflJqeUAAAAJ	1
SqMUez0AAAAJ	n6wC7nwAAAAJ	1
Q29WmWwAAAAJ	VDhnOHEAAAAJ	16
WZ-h67UAAAAJ	3ro8yF4AAAAJ	1
3qYUSDwAAAAJ	aPxDp7wAAAAJ	1
CUkAtC4AAAAJ	XfYRqF4AAAAJ	3
DWKoeW0AAAAJ	DZ3S--MAAAAJ	1
n-Oret4AAAAJ	GUAoEcAAAAAJ	3
A5vhsIYAAAAJ	6k7bp8IAAAAJ	1
bh-uRFMAAAAJ	8kA3eDwAAAAJ	1
8GA4R2wAAAAJ	tCq7Wx0AAAAJ	12
cA28Zs0AAAAJ	Qf4bw4UAAAAJ	3
cA28Zs0AAAAJ	WL8igVEAAAAJ	1
Da-s1FQAAAAJ	6k7bp8IAAAAJ	1
-deXrt8AAAAJ	mvdw03oAAAAJ	25
rr944LsAAAAJ	JwQWFLkAAAAJ	1
Ay_j7dUAAAAJ	88L1-JYAAAAJ	1
qvKcICQAAAAJ	klpr-t0AAAAJ	2
Q6WtK04AAAAJ	L-pC28sAAAAJ	1
JJ31S6UAAAAJ	ZwBxbEUAAAAJ	5
xxN4UiEAAAAJ	g4DdvyEAAAAJ	1
Da-s1FQAAAAJ	x8UnxSoAAAAJ	2
cA28Zs0AAAAJ	hM8uAwoAAAAJ	1
Q_4d9N0AAAAJ	H7vcwSAAAAAJ	3
I1RqBRoAAAAJ	8Qu_gAMAAAAJ	1
54w2_AcAAAAJ	VVpfyhsAAAAJ	9
aTpJ0fcAAAAJ	L9dwKyUAAAAJ	1
oN85b_gAAAAJ	l9QQeHgAAAAJ	24
NFmCFlsAAAAJ	AlGQ8ZEAAAAJ	35
J12C3nYAAAAJ	yxUduqMAAAAJ	1
f2x233wAAAAJ	DWKoeW0AAAAJ	2
p_QR9RUAAAAJ	rQ8F7rIAAAAJ	40
-N-_kgsAAAAJ	SqMUez0AAAAJ	19
0pp-L_IAAAAJ	nKVDcQoAAAAJ	1
L-pC28sAAAAJ	1o_wrqsAAAAJ	7
ftAplLUAAAAJ	F6tblNcAAAAJ	4
-0LFOnYAAAAJ	7jKj_NcAAAAJ	2
yQXfAWMAAAAJ	n6wC7nwAAAAJ	4
U5nGHIIAAAAJ	hM8uAwoAAAAJ	1
X6vPtQEAAAAJ	BDZ2z6YAAAAJ	1
KgZxzjsAAAAJ	CPqBDqUAAAAJ	1
gz-6ugcAAAAJ	hM8uAwoAAAAJ	1
Kf97-EkAAAAJ	qXb4xQMAAAAJ	31
JSFmVQEAAAAJ	Viv2E9AAAAAJ	2
8GA4R2wAAAAJ	A5vhsIYAAAAJ	1
qoFYHTMAAAAJ	Qhe5ua0AAAAJ	1
qvKcICQAAAAJ	WwadVmIAAAAJ	4
MYFF5l4AAAAJ	p_QR9RUAAAAJ	9
GbLB9aAAAAAJ	sr1HGtUAAAAJ	1
YLOz1kgAAAAJ	RAiewnEAAAAJ	1
n-Oret4AAAAJ	KgZxzjsAAAAJ	1
bWOQjSIAAAAJ	IZPamgMAAAAJ	9
CUkAtC4AAAAJ	f9iP-80AAAAJ	2
yvvjnhIAAAAJ	ZRrTqs8AAAAJ	2
HRSDO6IAAAAJ	ptI-HHkAAAAJ	1
ZnvGMSIAAAAJ	x3c1R2gAAAAJ	1
toODfV4AAAAJ	fAw_t5EAAAAJ	5
NHZdlVkAAAAJ	_4i-G3YAAAAJ	2
w7Mnkc4AAAAJ	cza7nLcAAAAJ	2
0v5utcwAAAAJ	RAiewnEAAAAJ	2
PIIoaKMAAAAJ	_X-PrRkAAAAJ	3
ln3BGqgAAAAJ	ymDJ6oIAAAAJ	1
L05BN0sAAAAJ	85EVVHQAAAAJ	1
vuKTnnsAAAAJ	PfgeYGwAAAAJ	1
n-Oret4AAAAJ	s4yZTp4AAAAJ	1
KgZxzjsAAAAJ	qPlUgrgAAAAJ	5
p0tQZiAAAAAJ	-iqhJgQAAAAJ	1
6foKsAIAAAAJ	07ds-DAAAAAJ	1
8VfMkGsAAAAJ	klpr-t0AAAAJ	3
NHZdlVkAAAAJ	U9oBOmMAAAAJ	13
cO2uYoAAAAAJ	vXHA_XYAAAAJ	23
CUkAtC4AAAAJ	fhOi--4AAAAJ	4
nk3OcBoAAAAJ	uVBjUtAAAAAJ	2
fAxws1sAAAAJ	zfTbkBkAAAAJ	1
d9f_YvcAAAAJ	tCq7Wx0AAAAJ	26
pWQGJWEAAAAJ	YnYx_TgAAAAJ	1
VGoSakQAAAAJ	CPqBDqUAAAAJ	2
snf71h4AAAAJ	6qDjHUAAAAAJ	4
54w2_AcAAAAJ	3DtMaPEAAAAJ	9
Z_jPrx8AAAAJ	uVBjUtAAAAAJ	1
rLSUeLsAAAAJ	ZflJqeUAAAAJ	1
I1RqBRoAAAAJ	J12C3nYAAAAJ	1
8GA4R2wAAAAJ	Cgx9W6UAAAAJ	3
c7reUlAAAAAJ	4PzSxEMAAAAJ	80
bHm5I5sAAAAJ	-WVPmUkAAAAJ	1
aLOSzWwAAAAJ	97MiT_0AAAAJ	1
ClBxwZkAAAAJ	rcGnOdYAAAAJ	6
RJCmtBcAAAAJ	Cgx9W6UAAAAJ	1
CWj6pVcAAAAJ	L05BN0sAAAAJ	1
XeYCNAwAAAAJ	07ds-DAAAAAJ	1
I1RqBRoAAAAJ	nKVDcQoAAAAJ	1
X6vPtQEAAAAJ	vHN9guYAAAAJ	15
09JS7eAAAAAJ	e49cxvUAAAAJ	1
fv1RjgEAAAAJ	wvVg44gAAAAJ	25
8VfMkGsAAAAJ	Ay_j7dUAAAAJ	3
bNkvbPMAAAAJ	l8wiON4AAAAJ	6
t4rXchwAAAAJ	YOVZiJkAAAAJ	1
HhKyc4EAAAAJ	6foKsAIAAAAJ	1
U5nGHIIAAAAJ	d6CtlCkAAAAJ	1
qC7oNRUAAAAJ	Da-s1FQAAAAJ	1
mIZu9oQAAAAJ	KQm_HnIAAAAJ	1
4K7L-eAAAAAJ	2A6PMfEAAAAJ	64
vm1u2DEAAAAJ	_HYCqwkAAAAJ	1
TWXJxcAAAAAJ	Rt1a5-6vh4UC	9
SqMUez0AAAAJ	rnR3JrYAAAAJ	20
I1RqBRoAAAAJ	dgobB6AAAAAJ	1
K8vJkTcAAAAJ	Kf97-EkAAAAJ	6
DYZsiAIAAAAJ	--VLCRoAAAAJ	6
EYsanUcAAAAJ	HgaNy9kAAAAJ	1
Z03FLwkAAAAJ	WH2KmRgAAAAJ	1
3HjjRz8AAAAJ	YhFEmpMAAAAJ	2
WZ-h67UAAAAJ	Hzb4ZWEAAAAJ	2
4xHzvxkAAAAJ	DWKoeW0AAAAJ	1
WL8igVEAAAAJ	CPqBDqUAAAAJ	1
ojH7GEgAAAAJ	mIZu9oQAAAAJ	1
jDKM_4AAAAAJ	eYVXgAoAAAAJ	1
FVsf9rkAAAAJ	VdzVqCwAAAAJ	20
avGnwvwAAAAJ	6k7bp8IAAAAJ	1
jsxk8vsAAAAJ	NByrsK0AAAAJ	10
mDoQWSwAAAAJ	nKVDcQoAAAAJ	9
qvKcICQAAAAJ	1o_wrqsAAAAJ	1
VdzVqCwAAAAJ	ctlAGI0AAAAJ	6
0zZnyMEAAAAJ	yxUduqMAAAAJ	1
yepPD_cAAAAJ	1sMNiJIAAAAJ	1
yepPD_cAAAAJ	GgKnNwEAAAAJ	1
0zZnyMEAAAAJ	NafmldkAAAAJ	1
OJ2WdXAAAAAJ	iBbfPfUAAAAJ	12
SqMUez0AAAAJ	6_oL_9IAAAAJ	1
mhTBmDkAAAAJ	Cgx9W6UAAAAJ	7
runT3RsAAAAJ	RJCmtBcAAAAJ	60
0nOfuMgAAAAJ	DLVFrFAAAAAJ	4
mlw_NjoAAAAJ	FlZ-5sMAAAAJ	9
oN85b_gAAAAJ	0jtFgaAAAAAJ	7
ggKzpqIAAAAJ	M6QwrLAAAAAJ	5
JepH3ckAAAAJ	im5aMngAAAAJ	1
NHZdlVkAAAAJ	Kf97-EkAAAAJ	1
YOZbkCEAAAAJ	4VJre9IAAAAJ	10
hM8uAwoAAAAJ	u18hG4gAAAAJ	4
SqMUez0AAAAJ	Cgx9W6UAAAAJ	2
mWcHXJcAAAAJ	5ZpsRswAAAAJ	5
pHox8i0AAAAJ	XeYCNAwAAAAJ	2
CPqBDqUAAAAJ	Da-s1FQAAAAJ	1
_U9bzEAAAAAJ	pxp6lUEAAAAJ	1
MYqlcPgAAAAJ	FWjqglcAAAAJ	1
XLU7AuYAAAAJ	rcGnOdYAAAAJ	1
p_QR9RUAAAAJ	4PzSxEMAAAAJ	69
z17wdcsAAAAJ	jR3NLMsAAAAJ	16
p0tQZiAAAAAJ	YbSq5T0AAAAJ	2
avGnwvwAAAAJ	VGoSakQAAAAJ	1
sWCpXFgAAAAJ	uBbYp8gAAAAJ	1
nM77MX0AAAAJ	3qYUSDwAAAAJ	1
jDKM_4AAAAAJ	AsMU1QsAAAAJ	2
PIIoaKMAAAAJ	e49cxvUAAAAJ	2
YBQai3gAAAAJ	3RV_GAwAAAAJ	1
iJakSYUAAAAJ	xITAf6EAAAAJ	1
_X-PrRkAAAAJ	ln3BGqgAAAAJ	23
upREfesAAAAJ	7QbSKnMAAAAJ	8
NSCF6GUAAAAJ	g4DdvyEAAAAJ	8
DWKoeW0AAAAJ	FEj19lcAAAAJ	6
4VJre9IAAAAJ	yxUduqMAAAAJ	1
b9Bod2MAAAAJ	bnmsbZkAAAAJ	1
NHZdlVkAAAAJ	qPlUgrgAAAAJ	2
--VLCRoAAAAJ	forPRN8AAAAJ	11
ZqTie5sAAAAJ	w_lm_toAAAAJ	5
g9yhtN8AAAAJ	x8UnxSoAAAAJ	2
WZ-h67UAAAAJ	5QYkLKoAAAAJ	1
cA28Zs0AAAAJ	n6wC7nwAAAAJ	6
cA28Zs0AAAAJ	4xHzvxkAAAAJ	1
qvKcICQAAAAJ	SRUYLREAAAAJ	3
4xHzvxkAAAAJ	33CH6WUAAAAJ	5
I98W4K0AAAAJ	ggKzpqIAAAAJ	8
l9UHHYgAAAAJ	h9Tji70AAAAJ	1
runT3RsAAAAJ	JQsX7rAAAAAJ	1
tCq7Wx0AAAAJ	6qfyAZQAAAAJ	2
qC7oNRUAAAAJ	xjVBcr4AAAAJ	10
XgifkSsAAAAJ	t4rXchwAAAAJ	1
tpoh43QAAAAJ	s4yZTp4AAAAJ	1
UhQJOB4AAAAJ	ocXMyBcAAAAJ	4
L-pC28sAAAAJ	Ay_j7dUAAAAJ	6
bsotxTgAAAAJ	FBR3XoEAAAAJ	1
mtB5szIAAAAJ	qrVndScAAAAJ	27
54w2_AcAAAAJ	tCq7Wx0AAAAJ	1
-WVPmUkAAAAJ	G7pJdK4AAAAJ	1
p_QR9RUAAAAJ	-6maX04AAAAJ	1
I1RqBRoAAAAJ	KgZxzjsAAAAJ	1
YOVZiJkAAAAJ	PEEpuNwAAAAJ	35
ptI-HHkAAAAJ	Juoqtj8AAAAJ	2
L-pC28sAAAAJ	WwadVmIAAAAJ	18
aLOSzWwAAAAJ	Da-s1FQAAAAJ	1
WRlzk3UAAAAJ	qq-SXN8AAAAJ	1
sMSUuY8AAAAJ	Uk8VhXEAAAAJ	2
UruIct4AAAAJ	ptI-HHkAAAAJ	16
Da-s1FQAAAAJ	n6wC7nwAAAAJ	2
jIOynFgAAAAJ	rcGnOdYAAAAJ	1
gfpmAkQAAAAJ	BkygZFsAAAAJ	3
bWOQjSIAAAAJ	55pOyCkAAAAJ	4
Z0uxspMAAAAJ	vm1u2DEAAAAJ	1
2nmHOtoAAAAJ	6yoY1d8AAAAJ	15
Cgx9W6UAAAAJ	EySbr8sAAAAJ	4
VjETp_wAAAAJ	tyYtUNIAAAAJ	2
nfeNsaoAAAAJ	q4FqPgYAAAAJ	1
SSNUvb8AAAAJ	ggKzpqIAAAAJ	5
rynvwScAAAAJ	G5_VFfkAAAAJ	3
oe-jFWAAAAAJ	GHsoyKIAAAAJ	1
ptI-HHkAAAAJ	LM_QwbUAAAAJ	5
ggKzpqIAAAAJ	p0tQZiAAAAAJ	14
8Qu_gAMAAAAJ	dgobB6AAAAAJ	2
A4D_M_EAAAAJ	tyYtUNIAAAAJ	5
GUAoEcAAAAAJ	hmq4rGIAAAAJ	15
aTpJ0fcAAAAJ	cuEHP_IAAAAJ	1
HRSDO6IAAAAJ	Dl0vAp8AAAAJ	1
3-y3qmkAAAAJ	G7D5O-0AAAAJ	2
cA28Zs0AAAAJ	6k7bp8IAAAAJ	1
rnR3JrYAAAAJ	XeYCNAwAAAAJ	1
9s9o-JcAAAAJ	0zZnyMEAAAAJ	1
qPlUgrgAAAAJ	ZRrTqs8AAAAJ	2
8Kk2MugAAAAJ	rRBwhFwAAAAJ	7
VspDmN8AAAAJ	rRBwhFwAAAAJ	8
gWBoNCsAAAAJ	T1P0XnIAAAAJ	1
CYwffSUAAAAJ	l9QQeHgAAAAJ	1
YPq3ax4AAAAJ	qi7fvXoAAAAJ	5
cuEHP_IAAAAJ	s2o3_90AAAAJ	1
wAoRV_AAAAAJ	3kp_a7EAAAAJ	2
TOAnGa8AAAAJ	ycVm-gkAAAAJ	2
yepPD_cAAAAJ	_ZIAy3cAAAAJ	2
3Zg-7o4AAAAJ	nKVDcQoAAAAJ	1
No-GJRQAAAAJ	sr1HGtUAAAAJ	2
ZVMcyxYAAAAJ	BAdQpFkAAAAJ	1
xWnnHzYAAAAJ	H4TdGyYAAAAJ	2
gIqECGgAAAAJ	x8UnxSoAAAAJ	2
Q29WmWwAAAAJ	H4TdGyYAAAAJ	10
vME86a4AAAAJ	dMVI-XIAAAAJ	12
xWnnHzYAAAAJ	FWjqglcAAAAJ	1
BAdQpFkAAAAJ	YOVZiJkAAAAJ	40
qC7oNRUAAAAJ	nM77MX0AAAAJ	1
xITAf6EAAAAJ	FlZ-5sMAAAAJ	13
M93Auk4AAAAJ	mlw_NjoAAAAJ	1
aTpJ0fcAAAAJ	M9RDPB0AAAAJ	1
s4yZTp4AAAAJ	n6wC7nwAAAAJ	1
NHZdlVkAAAAJ	yvvjnhIAAAAJ	18
I1RqBRoAAAAJ	_C33NmEAAAAJ	8
VMFWEMcAAAAJ	fAw_t5EAAAAJ	2
MYFF5l4AAAAJ	M5_wxAkAAAAJ	9
ASf9Q04AAAAJ	tpoh43QAAAAJ	2
ZVMcyxYAAAAJ	8Qu_gAMAAAAJ	1
xPoCswkAAAAJ	uVBjUtAAAAAJ	1
klpr-t0AAAAJ	OQ4t3U4AAAAJ	1
eEdKpQgAAAAJ	oSFVC3MAAAAJ	69
bYlFzsYAAAAJ	JQsX7rAAAAAJ	1
bWOQjSIAAAAJ	d6vU434AAAAJ	17
iJakSYUAAAAJ	dgobB6AAAAAJ	1
rynvwScAAAAJ	CPqBDqUAAAAJ	1
qrHidmsAAAAJ	1qqf7D0AAAAJ	3
HgaNy9kAAAAJ	bh-uRFMAAAAJ	1
rnBRPpQAAAAJ	G7D5O-0AAAAJ	1
rLSUeLsAAAAJ	X6vPtQEAAAAJ	26
Xv5EbpcAAAAJ	85EVVHQAAAAJ	1
GhpkHDAAAAAJ	lELCubQAAAAJ	5
FBR3XoEAAAAJ	_QU1opsAAAAJ	1
xxIrRjcAAAAJ	8KbzXvoAAAAJ	14
tCq7Wx0AAAAJ	88L1-JYAAAAJ	15
snf71h4AAAAJ	Viv2E9AAAAAJ	5
WwadVmIAAAAJ	eYVXgAoAAAAJ	5
3bSbb20AAAAJ	s4yZTp4AAAAJ	1
ZOh4TtIAAAAJ	loPUpHQAAAAJ	4
T1j6LZAAAAAJ	L8yAc8sAAAAJ	1
Qf4bw4UAAAAJ	DZ3S--MAAAAJ	1
DYZsiAIAAAAJ	-cuxoSQAAAAJ	3
cA28Zs0AAAAJ	HgaNy9kAAAAJ	1
zfTbkBkAAAAJ	JsK4KpMAAAAJ	3
33CH6WUAAAAJ	ZRrTqs8AAAAJ	56
HgaNy9kAAAAJ	33CH6WUAAAAJ	2
3-y3qmkAAAAJ	j1uE6L0AAAAJ	1
runT3RsAAAAJ	0jtFgaAAAAAJ	24
tCq7Wx0AAAAJ	ZRrTqs8AAAAJ	5
4xHzvxkAAAAJ	pHox8i0AAAAJ	15
X6vPtQEAAAAJ	j9EXF1AAAAAJ	19
2pW1g5IAAAAJ	gUEkPQEAAAAJ	66
ghPIMpgAAAAJ	1guy5W4AAAAJ	2
JQsX7rAAAAAJ	d6CtlCkAAAAJ	1
VspDmN8AAAAJ	7QbSKnMAAAAJ	1
EYsanUcAAAAJ	DZ3S--MAAAAJ	1
QY-earAAAAAJ	CPqBDqUAAAAJ	1
CPqBDqUAAAAJ	97MiT_0AAAAJ	1
bOKmjf8AAAAJ	MMuP6cMAAAAJ	2
rnR3JrYAAAAJ	yvvjnhIAAAAJ	3
vuKTnnsAAAAJ	dHXCX-sAAAAJ	2
forPRN8AAAAJ	5P3knO0AAAAJ	51
C4m8TSUAAAAJ	nKVDcQoAAAAJ	1
HdLFmroAAAAJ	tHNANpEAAAAJ	7
CPqBDqUAAAAJ	T1P0XnIAAAAJ	2
WL8igVEAAAAJ	rYsw7D4AAAAJ	3
vHsgntwAAAAJ	HUxQ1TAAAAAJ	3
0nOfuMgAAAAJ	8_Yj_RwAAAAJ	1
T1j6LZAAAAAJ	d6vU434AAAAJ	1
FWjqglcAAAAJ	C2lVQO8AAAAJ	15
OQ4t3U4AAAAJ	sr1HGtUAAAAJ	1
UnDfo6sAAAAJ	tHNXlAYAAAAJ	1
Q29WmWwAAAAJ	FWjqglcAAAAJ	9
HhKyc4EAAAAJ	OcNPtuUAAAAJ	1
WZ-h67UAAAAJ	vHN9guYAAAAJ	5
cilyP7wAAAAJ	1dxAw1cAAAAJ	3
olCWoa8AAAAJ	UcbMN8QAAAAJ	1
MYqlcPgAAAAJ	07ds-DAAAAAJ	4
BAdQpFkAAAAJ	PEEpuNwAAAAJ	1
G7D5O-0AAAAJ	88L1-JYAAAAJ	6
Xv5EbpcAAAAJ	uVBjUtAAAAAJ	1
jDKM_4AAAAAJ	C4m8TSUAAAAJ	1
fAxws1sAAAAJ	SB3_eb0AAAAJ	1
2nmHOtoAAAAJ	CcSZwTsAAAAJ	37
bh-uRFMAAAAJ	Juoqtj8AAAAJ	1
DYZsiAIAAAAJ	-809YacAAAAJ	3
UnDfo6sAAAAJ	-809YacAAAAJ	1
KgZxzjsAAAAJ	97MiT_0AAAAJ	1
NByrsK0AAAAJ	tyYtUNIAAAAJ	2
l8wiON4AAAAJ	CcSZwTsAAAAJ	8
_HYCqwkAAAAJ	ZflJqeUAAAAJ	1
GjFfiVwAAAAJ	azcMaLoAAAAJ	7
8GA4R2wAAAAJ	83an8lYAAAAJ	14
CYwffSUAAAAJ	KQmFXsoAAAAJ	9
db9WLdcAAAAJ	2A6PMfEAAAAJ	2
ZhcSLWsAAAAJ	ZnvGMSIAAAAJ	1
3Zg-7o4AAAAJ	fAw_t5EAAAAJ	9
oSFVC3MAAAAJ	0HhpXIwAAAAJ	1
nk3OcBoAAAAJ	2Zeqd3QAAAAJ	25
g9yhtN8AAAAJ	lnC1vbAAAAAJ	13
YCZYhF8AAAAJ	-DtKfGcAAAAJ	13
gWBoNCsAAAAJ	9xDADY4AAAAJ	1
M6QwrLAAAAAJ	YhFEmpMAAAAJ	5
8iQk0DIAAAAJ	6k7bp8IAAAAJ	1
cA28Zs0AAAAJ	d6CtlCkAAAAJ	2
UnDfo6sAAAAJ	DYZsiAIAAAAJ	13
GbLB9aAAAAAJ	SRUYLREAAAAJ	1
jsxk8vsAAAAJ	W362rUwAAAAJ	4
snf71h4AAAAJ	JSFmVQEAAAAJ	1
KgZxzjsAAAAJ	bh-uRFMAAAAJ	2
4bHLr_IAAAAJ	1guy5W4AAAAJ	2
54w2_AcAAAAJ	tFjo6FwAAAAJ	7
cuEHP_IAAAAJ	iBbfPfUAAAAJ	1
CWj6pVcAAAAJ	yiiVQ1MAAAAJ	19
yvvjnhIAAAAJ	6qfyAZQAAAAJ	2
cA28Zs0AAAAJ	GUAoEcAAAAAJ	1
8_Yj_RwAAAAJ	ZflJqeUAAAAJ	10
Viv2E9AAAAAJ	DSiNzkIAAAAJ	2
_D5W9yUAAAAJ	ZflJqeUAAAAJ	14
d-Zq1l0AAAAJ	x8UnxSoAAAAJ	1
GlBl-VUAAAAJ	E1knViwAAAAJ	1
zTedPdwAAAAJ	rcGnOdYAAAAJ	4
PfgeYGwAAAAJ	SnvLcLEAAAAJ	30
2OJOZTUAAAAJ	qPlUgrgAAAAJ	1
QY-earAAAAAJ	Q_4d9N0AAAAJ	1
7jKj_NcAAAAJ	4xHzvxkAAAAJ	1
dHXCX-sAAAAJ	q_n7d6EAAAAJ	1
rnR3JrYAAAAJ	5V852JcAAAAJ	1
HgaNy9kAAAAJ	rE1Y8DoAAAAJ	1
jTzDAsIAAAAJ	J12C3nYAAAAJ	1
54w2_AcAAAAJ	13gSrSQAAAAJ	5
HgaNy9kAAAAJ	DSiNzkIAAAAJ	1
yvvjnhIAAAAJ	pHox8i0AAAAJ	3
54w2_AcAAAAJ	DZ3S--MAAAAJ	1
8Kk2MugAAAAJ	fv1RjgEAAAAJ	4
FVsf9rkAAAAJ	GHsoyKIAAAAJ	5
LTL9MjwAAAAJ	yxUduqMAAAAJ	1
sWCpXFgAAAAJ	tCq7Wx0AAAAJ	2
ZmiirIwAAAAJ	0HhpXIwAAAAJ	1
_HDO25IAAAAJ	YCZYhF8AAAAJ	10
wTulq9QAAAAJ	6Pmbv8IAAAAJ	7
0v5utcwAAAAJ	mZxsTCcAAAAJ	1
CWj6pVcAAAAJ	BECu7wYAAAAJ	1
YBQai3gAAAAJ	PEEpuNwAAAAJ	11
MMuP6cMAAAAJ	n6wC7nwAAAAJ	2
CPqBDqUAAAAJ	bh-uRFMAAAAJ	1
-DtKfGcAAAAJ	l0RoHAQAAAAJ	4
CWj6pVcAAAAJ	YnYx_TgAAAAJ	2
_ZIAy3cAAAAJ	1sMNiJIAAAAJ	1
gwB_pJcAAAAJ	Zy2cIskAAAAJ	1
SqMUez0AAAAJ	hmq4rGIAAAAJ	5
