Id1	Id2	Count
v4s6ll8AAAAJ	hgZgvkUAAAAJ	12
rr944LsAAAAJ	M6QwrLAAAAAJ	7
54w2_AcAAAAJ	d6CtlCkAAAAJ	1
cPmMoXoAAAAJ	2A6PMfEAAAAJ	5
9s9o-JcAAAAJ	hmq4rGIAAAAJ	9
8_Yj_RwAAAAJ	o_a5zckAAAAJ	23
VjETp_wAAAAJ	ggKzpqIAAAAJ	2
P19O_H8AAAAJ	HgaNy9kAAAAJ	1
xjVBcr4AAAAJ	n-Oret4AAAAJ	1
6_oL_9IAAAAJ	HgaNy9kAAAAJ	6
ojH7GEgAAAAJ	qC7oNRUAAAAJ	4
vuKTnnsAAAAJ	YOVZiJkAAAAJ	5
lELCubQAAAAJ	UbWFbIkAAAAJ	4
mhTBmDkAAAAJ	n6wC7nwAAAAJ	1
KQmFXsoAAAAJ	kI5JKs8AAAAJ	1
MO3BwFMAAAAJ	4agt6FcAAAAJ	1
_X-PrRkAAAAJ	xxN4UiEAAAAJ	1
2nmHOtoAAAAJ	JSFmVQEAAAAJ	1
LwNkL3cAAAAJ	KbaDWTMAAAAJ	4
VdzVqCwAAAAJ	h9Tji70AAAAJ	4
5Tw9egMAAAAJ	Gu-FyNMAAAAJ	1
6qDjHUAAAAAJ	Qhe5ua0AAAAJ	2
bWOQjSIAAAAJ	_sz6oIoAAAAJ	3
-cuxoSQAAAAJ	kBiBksMAAAAJ	2
Da-s1FQAAAAJ	XeYCNAwAAAAJ	2
qoFYHTMAAAAJ	zZO9qG4AAAAJ	14
2nmHOtoAAAAJ	toODfV4AAAAJ	7
_D5W9yUAAAAJ	1guy5W4AAAAJ	1
0v5utcwAAAAJ	3-y3qmkAAAAJ	2
cilyP7wAAAAJ	UhQJOB4AAAAJ	3
85EVVHQAAAAJ	E0nK44AAAAAJ	2
UruIct4AAAAJ	dHXCX-sAAAAJ	1
KQm_HnIAAAAJ	NHZdlVkAAAAJ	1
3XYmsKQAAAAJ	T_r8IWQAAAAJ	1
jsxk8vsAAAAJ	nk3OcBoAAAAJ	2
bsotxTgAAAAJ	Nq_T4UwAAAAJ	1
VIwGymEAAAAJ	-6maX04AAAAJ	4
mFPXD90AAAAJ	A5vhsIYAAAAJ	26
iqiEX78AAAAJ	wTulq9QAAAAJ	9
cuRERDcAAAAJ	oz_MXbIAAAAJ	4
mIZu9oQAAAAJ	J12C3nYAAAAJ	7
q4FqPgYAAAAJ	y3_tUqsAAAAJ	2
UnDfo6sAAAAJ	forPRN8AAAAJ	167
RJCmtBcAAAAJ	2OJOZTUAAAAJ	2
oVygx30AAAAJ	DZ3S--MAAAAJ	1
iqiEX78AAAAJ	oN85b_gAAAAJ	3
CWj6pVcAAAAJ	5HX--AYAAAAJ	1
Lym3wGUAAAAJ	SyQ-T8cAAAAJ	12
0zZnyMEAAAAJ	W362rUwAAAAJ	1
qi7fvXoAAAAJ	HGTDp1UAAAAJ	2
d9f_YvcAAAAJ	kI5JKs8AAAAJ	1
_sz6oIoAAAAJ	I2PP9XoAAAAJ	1
62soGRgAAAAJ	VdzVqCwAAAAJ	5
vzxeLyIAAAAJ	amDW89cAAAAJ	4
qC7oNRUAAAAJ	W362rUwAAAAJ	9
yxUduqMAAAAJ	q92q8SMAAAAJ	3
4bHLr_IAAAAJ	ZflJqeUAAAAJ	12
2OJOZTUAAAAJ	T_r8IWQAAAAJ	3
vXHA_XYAAAAJ	6ZHvHDEAAAAJ	9
K8vJkTcAAAAJ	bh-uRFMAAAAJ	1
vXHA_XYAAAAJ	gy4UVGcAAAAJ	17
SSNUvb8AAAAJ	tyYtUNIAAAAJ	13
ZqTie5sAAAAJ	CUkAtC4AAAAJ	2
wY-Wy6IAAAAJ	ln3BGqgAAAAJ	1
6_oL_9IAAAAJ	MCClSvsAAAAJ	1
Qf4bw4UAAAAJ	vXHA_XYAAAAJ	1
rnR3JrYAAAAJ	Qf4bw4UAAAAJ	4
5_2_THUAAAAJ	g4DdvyEAAAAJ	1
Da-s1FQAAAAJ	hmq4rGIAAAAJ	7
8Kk2MugAAAAJ	kSuuj6UAAAAJ	8
4VJre9IAAAAJ	33CH6WUAAAAJ	19
MC6suuAAAAAJ	P5eWdgsAAAAJ	2
-iqhJgQAAAAJ	8wVcLRsAAAAJ	1
aPxDp7wAAAAJ	chP1Vc0AAAAJ	11
P19O_H8AAAAJ	pHox8i0AAAAJ	1
SHVhdhoAAAAJ	rcGnOdYAAAAJ	4
QPzaSSsAAAAJ	iSq5G8cAAAAJ	1
u18hG4gAAAAJ	d6CtlCkAAAAJ	4
vuKTnnsAAAAJ	jsxk8vsAAAAJ	1
VspDmN8AAAAJ	CcSZwTsAAAAJ	8
tiFit0cAAAAJ	sr1HGtUAAAAJ	2
qC7oNRUAAAAJ	pHox8i0AAAAJ	11
3bSbb20AAAAJ	oizZKrsAAAAJ	1
0HhpXIwAAAAJ	amDW89cAAAAJ	3
s2o3_90AAAAJ	wSPgTVwAAAAJ	1
jDKM_4AAAAAJ	8a2Z1loAAAAJ	1
WZ-h67UAAAAJ	dewEBisAAAAJ	1
KQm_HnIAAAAJ	ZRrTqs8AAAAJ	11
W_6Skd4AAAAJ	-iqhJgQAAAAJ	3
qXb4xQMAAAAJ	XM97iScAAAAJ	1
7WgUoKMAAAAJ	yepPD_cAAAAJ	3
_HDO25IAAAAJ	-DtKfGcAAAAJ	4
YtFi-KkAAAAJ	Ui8pnoIAAAAJ	1
lf9ZK78AAAAJ	3-y3qmkAAAAJ	3
VMFWEMcAAAAJ	kR7DersAAAAJ	2
yexUDMQAAAAJ	YJVAXCwAAAAJ	4
LDb4tb0AAAAJ	zfTbkBkAAAAJ	5
Qp5971IAAAAJ	ptI-HHkAAAAJ	1
CWj6pVcAAAAJ	oz_MXbIAAAAJ	40
1dxAw1cAAAAJ	ocXMyBcAAAAJ	3
vME86a4AAAAJ	PafZ2Z4AAAAJ	4
aTpJ0fcAAAAJ	yexUDMQAAAAJ	1
bh-uRFMAAAAJ	88L1-JYAAAAJ	1
ZtQVZawAAAAJ	YRPveMcAAAAJ	1
2nmHOtoAAAAJ	iNANm-sAAAAJ	1
l9UHHYgAAAAJ	CWj6pVcAAAAJ	51
cA28Zs0AAAAJ	hc1m_BQAAAAJ	51
qC7oNRUAAAAJ	yvvjnhIAAAAJ	4
WKzKz9gAAAAJ	vJ1MBM4AAAAJ	1
rQ8F7rIAAAAJ	m4gr7P8AAAAJ	37
5ZpsRswAAAAJ	Yj6j5xgAAAAJ	1
Js_zdpYAAAAJ	3qYUSDwAAAAJ	2
ptI-HHkAAAAJ	ckHkkjgAAAAJ	4
33CH6WUAAAAJ	07ds-DAAAAAJ	3
9s9o-JcAAAAJ	tLrQhzIAAAAJ	1
x3c1R2gAAAAJ	bnmsbZkAAAAJ	1
Be1OTOcAAAAJ	_X-PrRkAAAAJ	1
LWAFHkEAAAAJ	q_n7d6EAAAAJ	1
-WVPmUkAAAAJ	e49cxvUAAAAJ	8
WxJIpkcAAAAJ	BzzEEc0AAAAJ	4
0nOfuMgAAAAJ	_HYCqwkAAAAJ	1
oRlrVsAAAAAJ	AQG8WlcAAAAJ	28
oe-jFWAAAAAJ	x7huTU0AAAAJ	1
tiHMmkcAAAAJ	8KbzXvoAAAAJ	13
CPqBDqUAAAAJ	KQm_HnIAAAAJ	2
owqUYWMAAAAJ	FBR3XoEAAAAJ	10
iNANm-sAAAAJ	DSiNzkIAAAAJ	1
FtbGhBQAAAAJ	8rw_o7UAAAAJ	1
OJ2WdXAAAAAJ	YJVAXCwAAAAJ	29
6qDjHUAAAAAJ	WKzKz9gAAAAJ	4
yxUduqMAAAAJ	hmq4rGIAAAAJ	1
-DtKfGcAAAAJ	fcTg4fcAAAAJ	8
MO3BwFMAAAAJ	emsMY_sAAAAJ	4
PLKoRXsAAAAJ	v5q00U8AAAAJ	1
nM77MX0AAAAJ	Viv2E9AAAAAJ	1
aPxDp7wAAAAJ	1dxAw1cAAAAJ	15
xITAf6EAAAAJ	dgobB6AAAAAJ	1
YbSq5T0AAAAJ	YhFEmpMAAAAJ	12
G5_VFfkAAAAJ	8kA3eDwAAAAJ	4
H7vcwSAAAAAJ	XM97iScAAAAJ	18
JwQWFLkAAAAJ	toODfV4AAAAJ	2
PIIoaKMAAAAJ	-cuxoSQAAAAJ	1
ghPIMpgAAAAJ	E1knViwAAAAJ	1
cPmMoXoAAAAJ	UcpEexUAAAAJ	1
jsxk8vsAAAAJ	uVBjUtAAAAAJ	1
VVpfyhsAAAAJ	tFjo6FwAAAAJ	5
6_oL_9IAAAAJ	2E448xEAAAAJ	5
n-Oret4AAAAJ	tCq7Wx0AAAAJ	2
IIhYQ7oAAAAJ	2X6fAZgAAAAJ	3
JSFmVQEAAAAJ	Qhe5ua0AAAAJ	1
Da-s1FQAAAAJ	pHox8i0AAAAJ	3
CZFDkfEAAAAJ	Uk8VhXEAAAAJ	4
tCq7Wx0AAAAJ	kI5JKs8AAAAJ	23
qC7oNRUAAAAJ	HgaNy9kAAAAJ	2
cA28Zs0AAAAJ	HaNGX5gAAAAJ	1
aTpJ0fcAAAAJ	wY-Wy6IAAAAJ	2
M6urChQAAAAJ	pHox8i0AAAAJ	8
qPlUgrgAAAAJ	dgobB6AAAAAJ	1
3HjjRz8AAAAJ	VVYP3bgAAAAJ	1
E1jnOcUAAAAJ	_4i-G3YAAAAJ	1
XqI4gAYAAAAJ	G8GezxgAAAAJ	9
vuKTnnsAAAAJ	1sMNiJIAAAAJ	3
jTzDAsIAAAAJ	vEbcIKYAAAAJ	1
cA28Zs0AAAAJ	J0SKz5YAAAAJ	1
VVpfyhsAAAAJ	GjFfiVwAAAAJ	3
M6urChQAAAAJ	qPlUgrgAAAAJ	1
qC7oNRUAAAAJ	30pCSfEAAAAJ	39
qPlUgrgAAAAJ	pHox8i0AAAAJ	23
xjVBcr4AAAAJ	mlw_NjoAAAAJ	1
10iNskYAAAAJ	G8GezxgAAAAJ	1
J12C3nYAAAAJ	33CH6WUAAAAJ	8
pkjoANMAAAAJ	Da-s1FQAAAAJ	1
jTzDAsIAAAAJ	30pCSfEAAAAJ	8
2X6fAZgAAAAJ	3DtMaPEAAAAJ	1
DYZsiAIAAAAJ	dMVI-XIAAAAJ	5
ggKzpqIAAAAJ	tyYtUNIAAAAJ	11
Kv9AbjMAAAAJ	mL6QKeQAAAAJ	16
WV7XovQAAAAJ	DZ3S--MAAAAJ	1
ZmiirIwAAAAJ	GN3C9q4AAAAJ	2
SHVhdhoAAAAJ	GN3C9q4AAAAJ	1
K8vJkTcAAAAJ	JSFmVQEAAAAJ	1
4tcxRqMAAAAJ	tcg-f_sAAAAJ	3
fzSHXS8AAAAJ	Viv2E9AAAAAJ	2
9TpPcjoAAAAJ	ZflJqeUAAAAJ	1
iBgmo3sAAAAJ	z_vUo8EAAAAJ	3
lELCubQAAAAJ	tdfS7TwAAAAJ	1
6foKsAIAAAAJ	ZRrTqs8AAAAJ	1
VP-d_2gAAAAJ	0-tewh8AAAAJ	3
DSiNzkIAAAAJ	nKVDcQoAAAAJ	1
vuKTnnsAAAAJ	8iQk0DIAAAAJ	1
JydvPF8AAAAJ	hM8uAwoAAAAJ	4
n-Oret4AAAAJ	T1P0XnIAAAAJ	1
oe-jFWAAAAAJ	62soGRgAAAAJ	2
MO3BwFMAAAAJ	vm1u2DEAAAAJ	1
fzSHXS8AAAAJ	HgaNy9kAAAAJ	1
PLKoRXsAAAAJ	p0tQZiAAAAAJ	13
y3_tUqsAAAAJ	4PzSxEMAAAAJ	10
oRlrVsAAAAAJ	QPzaSSsAAAAJ	4
zZO9qG4AAAAJ	4K7L-eAAAAAJ	14
gy4UVGcAAAAJ	G7D5O-0AAAAJ	1
aLOSzWwAAAAJ	9s9o-JcAAAAJ	1
runT3RsAAAAJ	97MiT_0AAAAJ	1
TWXJxcAAAAAJ	W362rUwAAAAJ	1
d9f_YvcAAAAJ	UcpEexUAAAAJ	1
yvvjnhIAAAAJ	G7D5O-0AAAAJ	13
6qDjHUAAAAAJ	MCClSvsAAAAJ	1
BDZ2z6YAAAAJ	0-tewh8AAAAJ	3
b9Bod2MAAAAJ	SRUYLREAAAAJ	1
Pwd7hJYAAAAJ	vXHA_XYAAAAJ	2
ZVMcyxYAAAAJ	s4yZTp4AAAAJ	1
_5tjpG0AAAAJ	4xHzvxkAAAAJ	1
bWTPrLEAAAAJ	KgZxzjsAAAAJ	1
5Tw9egMAAAAJ	jIOynFgAAAAJ	1
oRlrVsAAAAAJ	xxN4UiEAAAAJ	15
h9Tji70AAAAJ	SXutMMAAAAAJ	20
UeG5w08AAAAJ	QY-earAAAAAJ	1
-goooIUAAAAJ	F2jhvIoAAAAJ	1
NHZdlVkAAAAJ	tCq7Wx0AAAAJ	26
yQXfAWMAAAAJ	im5aMngAAAAJ	1
xWnnHzYAAAAJ	0RPdShUAAAAJ	3
MYqlcPgAAAAJ	QRyCQq4AAAAJ	1
-6maX04AAAAJ	Lym3wGUAAAAJ	3
8Kk2MugAAAAJ	ImcSjGsAAAAJ	6
HgaNy9kAAAAJ	2E448xEAAAAJ	20
qoFYHTMAAAAJ	s4yZTp4AAAAJ	4
6qfyAZQAAAAJ	ZRrTqs8AAAAJ	1
_HYCqwkAAAAJ	h9Tji70AAAAJ	1
5Tw9egMAAAAJ	rcGnOdYAAAAJ	15
cA28Zs0AAAAJ	bOKmjf8AAAAJ	1
d-Zq1l0AAAAJ	lnC1vbAAAAAJ	12
mlw_NjoAAAAJ	33CH6WUAAAAJ	4
runT3RsAAAAJ	oN85b_gAAAAJ	26
_D5W9yUAAAAJ	E1knViwAAAAJ	2
-0LFOnYAAAAJ	SnvLcLEAAAAJ	1
tCq7Wx0AAAAJ	hVZiQDQAAAAJ	2
54w2_AcAAAAJ	oVygx30AAAAJ	1
FWjqglcAAAAJ	yepPD_cAAAAJ	1
VVpfyhsAAAAJ	Da-s1FQAAAAJ	1
6_oL_9IAAAAJ	Qhe5ua0AAAAJ	3
N_Z79YgAAAAJ	_D5W9yUAAAAJ	1
eYVXgAoAAAAJ	SRUYLREAAAAJ	2
MYqlcPgAAAAJ	hmq4rGIAAAAJ	9
8GA4R2wAAAAJ	6k7bp8IAAAAJ	1
bWOQjSIAAAAJ	mQ4jIssAAAAJ	12
sWCpXFgAAAAJ	G7D5O-0AAAAJ	12
fAxws1sAAAAJ	d6vuvHIAAAAJ	5
cGCalUQAAAAJ	JsK4KpMAAAAJ	16
tCq7Wx0AAAAJ	KQmFXsoAAAAJ	11
ojH7GEgAAAAJ	CYwffSUAAAAJ	1
tWbKlfMAAAAJ	g4DdvyEAAAAJ	1
nM77MX0AAAAJ	Qhe5ua0AAAAJ	1
WL8igVEAAAAJ	tCq7Wx0AAAAJ	1
Cgx9W6UAAAAJ	GUAoEcAAAAAJ	5
yQXfAWMAAAAJ	1sMNiJIAAAAJ	4
vuKTnnsAAAAJ	d6maXN8AAAAJ	7
C2lVQO8AAAAJ	VDhnOHEAAAAJ	1
P6qnxgcAAAAJ	oz_MXbIAAAAJ	7
Qf4bw4UAAAAJ	6_oL_9IAAAAJ	2
33CH6WUAAAAJ	G7D5O-0AAAAJ	1
83an8lYAAAAJ	o3wWRZMAAAAJ	1
HhKyc4EAAAAJ	ZRrTqs8AAAAJ	2
runT3RsAAAAJ	T1P0XnIAAAAJ	5
6k7bp8IAAAAJ	JQsX7rAAAAAJ	1
jKrIVCIAAAAJ	Y_Ieu7EAAAAJ	2
54w2_AcAAAAJ	n6wC7nwAAAAJ	1
36SCzI0AAAAJ	QgGaAdsAAAAJ	10
GbLB9aAAAAAJ	OQ4t3U4AAAAJ	1
33CH6WUAAAAJ	e3_l6fwAAAAJ	1
WZ-h67UAAAAJ	L05BN0sAAAAJ	21
o_a5zckAAAAJ	DLVFrFAAAAAJ	7
jTzDAsIAAAAJ	E1jnOcUAAAAJ	1
bOKmjf8AAAAJ	x8UnxSoAAAAJ	1
YRPveMcAAAAJ	DWKoeW0AAAAJ	2
WHZiLTIAAAAJ	2YZITOgAAAAJ	13
Q_4d9N0AAAAJ	J12C3nYAAAAJ	1
YOZbkCEAAAAJ	tCq7Wx0AAAAJ	10
4xHzvxkAAAAJ	M6urChQAAAAJ	3
DSiNzkIAAAAJ	Qhe5ua0AAAAJ	1
IHUOFK4AAAAJ	loPUpHQAAAAJ	4
SqMUez0AAAAJ	Qf4bw4UAAAAJ	14
cA28Zs0AAAAJ	33CH6WUAAAAJ	17
rr944LsAAAAJ	HhKyc4EAAAAJ	1
n-Oret4AAAAJ	Qf4bw4UAAAAJ	6
M3he9Y8AAAAJ	X6vPtQEAAAAJ	4
0WVyaVMAAAAJ	iBgmo3sAAAAJ	3
DYZsiAIAAAAJ	IHUOFK4AAAAJ	4
2X6fAZgAAAAJ	bOKmjf8AAAAJ	12
oRlrVsAAAAAJ	x3c1R2gAAAAJ	1
HRSDO6IAAAAJ	VQshP6UAAAAJ	10
runT3RsAAAAJ	tCq7Wx0AAAAJ	1
FVsf9rkAAAAJ	MeSHpCsAAAAJ	1
rLSUeLsAAAAJ	j9EXF1AAAAAJ	1
toODfV4AAAAJ	l8wiON4AAAAJ	6
yvvjnhIAAAAJ	33CH6WUAAAAJ	3
PMjIXFIAAAAJ	lELCubQAAAAJ	4
O-QzGusAAAAJ	db9WLdcAAAAJ	2
ojH7GEgAAAAJ	30pCSfEAAAAJ	2
yQXfAWMAAAAJ	s4oOVCsAAAAJ	1
UhQJOB4AAAAJ	nM77MX0AAAAJ	4
HgaNy9kAAAAJ	JQsX7rAAAAAJ	1
_4i-G3YAAAAJ	33CH6WUAAAAJ	12
ftAplLUAAAAJ	vm1u2DEAAAAJ	1
J12C3nYAAAAJ	FtbGhBQAAAAJ	2
5HX--AYAAAAJ	8wVcLRsAAAAJ	1
cmedVkoAAAAJ	rcGnOdYAAAAJ	7
zZO9qG4AAAAJ	UcpEexUAAAAJ	49
rr944LsAAAAJ	OcNPtuUAAAAJ	1
_VsL6mAAAAAJ	pT7rjkQAAAAJ	4
mZxsTCcAAAAJ	BkygZFsAAAAJ	1
cA28Zs0AAAAJ	J12C3nYAAAAJ	1
NafmldkAAAAJ	9xDADY4AAAAJ	1
mIZu9oQAAAAJ	e3_l6fwAAAAJ	1
DLVFrFAAAAAJ	9TpPcjoAAAAJ	4
JSFmVQEAAAAJ	MCClSvsAAAAJ	1
oe-jFWAAAAAJ	wAoRV_AAAAAJ	1
WL8igVEAAAAJ	Da-s1FQAAAAJ	1
d-Zq1l0AAAAJ	c8LH7zUAAAAJ	1
nKVDcQoAAAAJ	88L1-JYAAAAJ	1
aLOSzWwAAAAJ	Cgx9W6UAAAAJ	1
U9oBOmMAAAAJ	ckHkkjgAAAAJ	8
x8UnxSoAAAAJ	d6CtlCkAAAAJ	2
Qf4bw4UAAAAJ	hmq4rGIAAAAJ	5
tWbKlfMAAAAJ	oRlrVsAAAAAJ	1
avGnwvwAAAAJ	ptI-HHkAAAAJ	10
cA28Zs0AAAAJ	mlw_NjoAAAAJ	1
cA28Zs0AAAAJ	DSiNzkIAAAAJ	1
2nmHOtoAAAAJ	wNIKmGoAAAAJ	1
zZO9qG4AAAAJ	s4yZTp4AAAAJ	17
4VJre9IAAAAJ	T1P0XnIAAAAJ	1
N_Z79YgAAAAJ	E1knViwAAAAJ	3
4VJre9IAAAAJ	_4i-G3YAAAAJ	2
iBbfPfUAAAAJ	tiHMmkcAAAAJ	2
4VJre9IAAAAJ	tCq7Wx0AAAAJ	35
2nmHOtoAAAAJ	nM77MX0AAAAJ	1
g9yhtN8AAAAJ	Z03FLwkAAAAJ	6
rnBRPpQAAAAJ	_4i-G3YAAAAJ	2
tHNXlAYAAAAJ	BkygZFsAAAAJ	1
bWOQjSIAAAAJ	BIpt-3MAAAAJ	4
TOAnGa8AAAAJ	toODfV4AAAAJ	1
cilyP7wAAAAJ	nM77MX0AAAAJ	2
oizZKrsAAAAJ	8Qu_gAMAAAAJ	1
8_Yj_RwAAAAJ	1guy5W4AAAAJ	1
cilyP7wAAAAJ	wNIKmGoAAAAJ	1
8GA4R2wAAAAJ	_5tjpG0AAAAJ	1
30pCSfEAAAAJ	_4i-G3YAAAAJ	5
klpr-t0AAAAJ	SRUYLREAAAAJ	1
yC-70wMAAAAJ	0HhpXIwAAAAJ	16
oz_MXbIAAAAJ	vHsgntwAAAAJ	13
bsotxTgAAAAJ	iBbfPfUAAAAJ	1
s4yZTp4AAAAJ	qPlUgrgAAAAJ	2
LwNkL3cAAAAJ	Lym3wGUAAAAJ	1
bh-uRFMAAAAJ	9xDADY4AAAAJ	76
NafmldkAAAAJ	WRlzk3UAAAAJ	4
KQm_HnIAAAAJ	_4i-G3YAAAAJ	12
SqMUez0AAAAJ	Da-s1FQAAAAJ	1
CZFDkfEAAAAJ	ln3BGqgAAAAJ	9
EEGf5OAAAAAJ	DLVFrFAAAAAJ	1
BDZ2z6YAAAAJ	h9Tji70AAAAJ	1
jIOynFgAAAAJ	bnmsbZkAAAAJ	2
fAw_t5EAAAAJ	n6wC7nwAAAAJ	4
VGoSakQAAAAJ	YAgmYI8AAAAJ	1
BkygZFsAAAAJ	ln3BGqgAAAAJ	1
tpoh43QAAAAJ	QgDpfCQAAAAJ	1
8GA4R2wAAAAJ	rE1Y8DoAAAAJ	1
Y_Ieu7EAAAAJ	DWKoeW0AAAAJ	1
ojH7GEgAAAAJ	W362rUwAAAAJ	1
nk3OcBoAAAAJ	XqI4gAYAAAAJ	1
4VJre9IAAAAJ	hc1m_BQAAAAJ	83
PfgeYGwAAAAJ	2YZITOgAAAAJ	1
LiLwnssAAAAJ	L05BN0sAAAAJ	2
2nmHOtoAAAAJ	cPmMoXoAAAAJ	1
p0tQZiAAAAAJ	AQG8WlcAAAAJ	2
No-GJRQAAAAJ	F2jhvIoAAAAJ	1
JydvPF8AAAAJ	d6CtlCkAAAAJ	4
8VfMkGsAAAAJ	BzzEEc0AAAAJ	4
vME86a4AAAAJ	1qqf7D0AAAAJ	19
_HYCqwkAAAAJ	0-tewh8AAAAJ	1
CUkAtC4AAAAJ	sOI8QyoAAAAJ	8
toODfV4AAAAJ	q7HqHocAAAAJ	21
g_JVzmIAAAAJ	AsMU1QsAAAAJ	2
bWTPrLEAAAAJ	yxUduqMAAAAJ	2
snf71h4AAAAJ	HgaNy9kAAAAJ	8
KgZxzjsAAAAJ	Q5KT-hEAAAAJ	1
d-Zq1l0AAAAJ	53HX4X8AAAAJ	23
N_Z79YgAAAAJ	emsMY_sAAAAJ	1
olCWoa8AAAAJ	-iEm2rUAAAAJ	16
I1RqBRoAAAAJ	Q_4d9N0AAAAJ	1
cA28Zs0AAAAJ	FtbGhBQAAAAJ	1
8_Yj_RwAAAAJ	X6vPtQEAAAAJ	2
4VJre9IAAAAJ	Qf4bw4UAAAAJ	2
KgZxzjsAAAAJ	xITAf6EAAAAJ	1
HdLFmroAAAAJ	BAdQpFkAAAAJ	5
5ZpsRswAAAAJ	6RwHMzQAAAAJ	4
6RwHMzQAAAAJ	-iqhJgQAAAAJ	6
s4yZTp4AAAAJ	pHox8i0AAAAJ	1
8a2Z1loAAAAJ	HUxQ1TAAAAAJ	12
J0SKz5YAAAAJ	pHox8i0AAAAJ	2
6nuM6rcAAAAJ	w_lm_toAAAAJ	5
2nmHOtoAAAAJ	d6vuvHIAAAAJ	4
w7Mnkc4AAAAJ	-CVR2h8AAAAJ	15
Xv5EbpcAAAAJ	8_Yj_RwAAAAJ	1
WRlzk3UAAAAJ	XTakCM0AAAAJ	7
GUAoEcAAAAAJ	07ds-DAAAAAJ	12
NFmCFlsAAAAJ	HlxqS1MAAAAJ	1
nfeNsaoAAAAJ	Ui8pnoIAAAAJ	2
klpr-t0AAAAJ	rcGnOdYAAAAJ	1
f3dhjoYAAAAJ	1qqf7D0AAAAJ	4
NafmldkAAAAJ	07ds-DAAAAAJ	1
d6vuvHIAAAAJ	HgaNy9kAAAAJ	1
tCq7Wx0AAAAJ	uVBjUtAAAAAJ	14
tiFit0cAAAAJ	WwadVmIAAAAJ	6
INUmPLsAAAAJ	E0nK44AAAAAJ	3
J0SKz5YAAAAJ	qPlUgrgAAAAJ	164
YBQai3gAAAAJ	vEbcIKYAAAAJ	1
-goooIUAAAAJ	No-GJRQAAAAJ	4
A4D_M_EAAAAJ	--RZd-sAAAAJ	1
L-pC28sAAAAJ	F2jhvIoAAAAJ	2
VGoSakQAAAAJ	2OJOZTUAAAAJ	1
10iNskYAAAAJ	WZ0030cAAAAJ	1
CWj6pVcAAAAJ	-goooIUAAAAJ	1
Cgx9W6UAAAAJ	SHb2ZlMAAAAJ	3
DLVFrFAAAAAJ	E1knViwAAAAJ	3
Z_jPrx8AAAAJ	XLU7AuYAAAAJ	1
WL8igVEAAAAJ	mL6QKeQAAAAJ	9
CWj6pVcAAAAJ	SXutMMAAAAAJ	1
tyYtUNIAAAAJ	l9QQeHgAAAAJ	2
3HjjRz8AAAAJ	UcbMN8QAAAAJ	1
nk3OcBoAAAAJ	DrUwvK0AAAAJ	1
Q_4d9N0AAAAJ	qPlUgrgAAAAJ	1
2F-jTfEAAAAJ	pHox8i0AAAAJ	1
upREfesAAAAJ	rRBwhFwAAAAJ	31
d6vuvHIAAAAJ	XM97iScAAAAJ	2
U5nGHIIAAAAJ	MMuP6cMAAAAJ	1
c8LH7zUAAAAJ	bRiKI7MAAAAJ	1
gWBoNCsAAAAJ	8iQk0DIAAAAJ	1
8Qu_gAMAAAAJ	J12C3nYAAAAJ	1
aTpJ0fcAAAAJ	wSPgTVwAAAAJ	2
RJCmtBcAAAAJ	x8UnxSoAAAAJ	1
qoFYHTMAAAAJ	pHox8i0AAAAJ	1
9s9o-JcAAAAJ	n-Oret4AAAAJ	1
4agt6FcAAAAJ	VdzVqCwAAAAJ	4
cA28Zs0AAAAJ	fAxws1sAAAAJ	1
UcpEexUAAAAJ	2A6PMfEAAAAJ	12
cGCalUQAAAAJ	xPoCswkAAAAJ	1
hiGGy0kAAAAJ	MMuP6cMAAAAJ	2
JepH3ckAAAAJ	9xDADY4AAAAJ	1
tyYtUNIAAAAJ	sr1HGtUAAAAJ	1
TWXJxcAAAAAJ	tCq7Wx0AAAAJ	1
6qDjHUAAAAAJ	fzSHXS8AAAAJ	1
BIpt-3MAAAAJ	I2PP9XoAAAAJ	1
0RPdShUAAAAJ	H4TdGyYAAAAJ	10
3-y3qmkAAAAJ	yJLnv4QAAAAJ	3
Z03FLwkAAAAJ	bh-uRFMAAAAJ	1
runT3RsAAAAJ	d6CtlCkAAAAJ	1
VIwGymEAAAAJ	Lym3wGUAAAAJ	21
C2lVQO8AAAAJ	MjoZWO8AAAAJ	8
rcGnOdYAAAAJ	PRCbG2kAAAAJ	1
vME86a4AAAAJ	qrHidmsAAAAJ	3
2nmHOtoAAAAJ	wY-Wy6IAAAAJ	1
54w2_AcAAAAJ	2pW1g5IAAAAJ	3
6_oL_9IAAAAJ	bWTPrLEAAAAJ	5
_5tjpG0AAAAJ	Cgx9W6UAAAAJ	1
0zZnyMEAAAAJ	H7vcwSAAAAAJ	1
hs5358sAAAAJ	bnmsbZkAAAAJ	1
d6vuvHIAAAAJ	wY-Wy6IAAAAJ	1
QgGaAdsAAAAJ	JsK4KpMAAAAJ	20
xITAf6EAAAAJ	qPlUgrgAAAAJ	1
kBiBksMAAAAJ	emsMY_sAAAAJ	7
4hNJPNYAAAAJ	toODfV4AAAAJ	1
bsotxTgAAAAJ	YJVAXCwAAAAJ	1
DYZsiAIAAAAJ	jtOKGpIAAAAJ	1
SjjIQ24AAAAJ	DWKoeW0AAAAJ	1
jsxk8vsAAAAJ	qq-SXN8AAAAJ	2
oVygx30AAAAJ	0jtFgaAAAAAJ	20
